county,sub_county,constituency,ward,community_unit_name,community_unit_code,chu_status,linked_facility_name,date_established_excel,source
GARISSA,Dadaab,Daadab,Liboi,Kulan Community Health Unit,602646,Fully-functional,Kulan Health Centre,41355,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Tezo,Zowerani Community Health Unit,601784,Fully-functional,Ngerenya Dispensary,40848,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Mnarani,Takaunga Community Health Unit,601781,Fully-functional,Takaungu Dispensary,40575,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Magarini,Marikebuni Community Health Unit,601830,Fully-functional,Marikebuni Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Magarini,Bomani Community Health Unit,601819,Fully-functional,Marikebuni Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KWALE,Matuga,Matuga,Waangombeni,Matuga Community Health Unit,602181,Fully-functional,Matuga Dispensary,40118,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Chalani Community Health Unit,601746,Fully-functional,Chalani Dispensary,39845,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Vishakani Community Health Unit,601759,Fully-functional,Vishakani Dispensary,40330,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Mafisini Community Health Unit,602762,Fully-functional,Wasini Dispensary,41091,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Bamba,Midoina Community Health Unit,601775,non-functinoal,Midoina Dispensary,40848,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Mtepeni,Kidutani Mawamba Community Health Unit,601769,Fully-functional,Mtepeni Dispensary,39873,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Ganze,Mirihini Community Health Unit,601776,semi-functional,Mirihini Dispensary,39873,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Rise And Shine Community Health Unit,601864,Fully-functional,Shimoni Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Sokoke,Dida Community Health Unit,601762,semi-functional,Dida Dispensary,39965,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir East,Wajir East,Township,Alimaow Community Health Unit,601716,non-functinoal,Alimaow Health Centre,39022,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Adu,Marereni Community Health Unit,601829,Fully-functional,Marereni Dispensary,40422,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Taveta,Taveta,Bomani,Bomeni Community Health Unit,602842,Fully-functional,Taveta District Hospital,40919,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Chawia,Sungululu Shigharo Community Health Unit,601880,Fully-functional,Mwatate Sub-District Hospital,40980,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Chawia,Mruru Maganga Community Health Unit,602571,Fully-functional,Mwatate Sub-District Hospital,39264,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Chawia,Mwambirwa Community Health Unit,602853,semi-functional,Mwatate Sub-District Hospital,41091,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Kapenguria,Chewoyet Community Health Unit,601246,Fully-functional,Kapenguria County Referral Hospital,40575,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana East,Turkana East,Kapedo/Napeitom,Kapedo Community Health Unit,602892,Fully-functional,Kapedo Sub County Hospital,41306,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Katilu,Katilu Community Health Unit,602891,Fully-functional,Katilu Health Centre,41000,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu East,Samburu East,Wamba East,Matakwani Community Health Unit,602949,Fully-functional,Wamba Health Centre,41270,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu North,Samburu North,El-barta,Bendera Community Health Unit,602834,Fully-functional,Baragoi Sub-County Hospital,41535,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Ololulung'a,Ololulunga Community Health Unit,601133,non-functinoal,Ololulunga District Hospital,41061,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Mariakani,Kamkomani Community Health Unit,602357,semi-functional,Kamkomani Dispensary,40969,KMHFR via openAFRICA (2020 extract)
NAROK,Narok East,Narok East,Suswa,Inkoirienito Community Health Unit,601102,Fully-functional,Inkoirienito Dispensary,40575,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Wusi/Kishamba,Mruru Community Health Unit,601874,semi-functional,Wusi-Wutesia (ACK) Dispensary,39387,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Loita,Entesekera Community Health Unit,601117,non-functinoal,Entasekera Health Centre,40452,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir East,Wajir East,Barwago,Barwako Community Health Unit,601718,Fully-functional,Barwaqo Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Shimo La Tewa,Shimo La Tewa Community Health Unit,601780,Fully-functional,Mtwapa Health Centre,41030,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Shimo La Tewa,Mtwapa Community Health Unit,601777,Fully-functional,Mtwapa Health Centre,41030,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Shimo La Tewa,Kanamai B Community Health Unit,601767,Fully-functional,Mtwapa Health Centre,40664,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Shimo La Tewa,Kanamai A Community Health Unit,601766,Fully-functional,Mtwapa Health Centre,40664,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Ganze,Petanguo Community Health Unit,601778,Fully-functional,Ganze Health Centre,39873,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Ganze,Ganze Community Health Unit,601764,Fully-functional,Ganze Health Centre,40634,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Bamba,Bamba Community Unit,602563,Fully-functional,Bamba Sub-County Hospital,39873,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Ganze,Tsangalaweni Community Health Unit,602562,semi-functional,Ganze Health Centre,40634,KMHFR via openAFRICA (2020 extract)
WAJIR,Tarbaj,Tarbaj,Tarbaj,Lafaley Community Health Unit,601723,Fully-functional,Lafaley Dispensary,40575,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu Central,Samburu Central,Lodokejek,Kisima Community Health Unit,601010,Fully-functional,Kisima Health Centre,39845,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Malkagufu,Malkagufu Community Health Unit,601735,Fully-functional,Malkagufu Dispensary,40725,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Ibrahim Ure,Argani Community Health Unit,602936,non-functinoal,Argane Dispensary,40634,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Kwale Community Health Unit,601567,semi-functional,Mgamboni Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KWALE,Matuga,Matuga,Tiwi,Simkumbe Community Health Unit,601812,Fully-functional,Magodzoni Dispensary,39965,KMHFR via openAFRICA (2020 extract)
ISIOLO,Garbatulla,Isiolo South,Sericho,Sericho Community Health Unit,602390,semi-functional,Modogashe Dispensary,40544,KMHFR via openAFRICA (2020 extract)
ISIOLO,Garbatulla,Isiolo South,Sericho,Modogashe Community Health Unit,602260,semi-functional,Modogashe Dispensary,41061,KMHFR via openAFRICA (2020 extract)
LAMU,Lamu West,Lamu West,Witu,Didewaride Community Health Unit,601814,non-functinoal,Didewaride Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Vanga,Juhudi Community Health Unit,602249,Fully-functional,Ngathini Dispensary,40991,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Vanga,Maendeleo Community Health Unit,602243,Fully-functional,Ngathini Dispensary,40980,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Vanga,Mbuwani Community Health Unit,602761,Fully-functional,Ngathini Dispensary,41091,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Dzombo Community Health Unit,602751,Fully-functional,Godo Dispensary,41091,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Mwangulu Community Health Unit,601863,non-functinoal,Mwangulu Dispensary,41041,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Mzizima Community Health Unit,602759,Fully-functional,Mwangulu Dispensary,41091,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen South,Misimo Community Health Unit,600559,semi-functional,Ngao Sub County Hospital,41000,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu Central,Samburu Central,Maralal,Loikas Community Health Unit,601011,semi-functional,Maralal District Hospital,39845,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir East,Wajir East,Wagberi,Waberi Community Health Unit,601726,Fully-functional,Wajir County Referral Hospital,40603,KMHFR via openAFRICA (2020 extract)
ISIOLO,Isiolo,Isiolo North,Burat,Apu Community Health Unit,601968,semi-functional,Apu Dispensary,39934,KMHFR via openAFRICA (2020 extract)
ISIOLO,Isiolo,Isiolo North,Oldo/Nyiro,Kipsing Community Health Unit,602377,semi-functional,Kipsing Dispensary,40238,KMHFR via openAFRICA (2020 extract)
ISIOLO,Merti,Isiolo North,Cherab,Merti North Community Health Unit,602080,Fully-functional,Basa Dispensary,41000,KMHFR via openAFRICA (2020 extract)
ISIOLO,Isiolo,Isiolo North,Oldo/Nyiro,Oldonyiro Community Health Unit,602421,semi-functional,Oldonyiro Dispensary (Isiolo),40238,KMHFR via openAFRICA (2020 extract)
ISIOLO,Isiolo,Isiolo North,Burat,Kambi Garba Community Health Unit,602467,semi-functional,Kambi Garba Dispensary,41306,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana West,Turkana West,Kalobeyei,Oropoi Community Health Unit,602883,Fully-functional,Oropoi Dispensary,41214,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Kinango,Mwachinga Community Health Unit,602790,Fully-functional,Mwachinga Dispensary,38537,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Dzombo,Vitsangalaweni Community Health Unit,601870,semi-functional,Vitsangalaweni Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Dzombo,Menzamwenye Community Health Unit,601858,semi-functional,Vitsangalaweni Dispensary,40664,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Ruruma,Mikomani Community Health Unit,601752,Fully-functional,Makanzani Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KWALE,Matuga,Matuga,Mkongani,Tserezani Community Health Unit,602796,semi-functional,Mwaluphamba Dispensary,39995,KMHFR via openAFRICA (2020 extract)
WAJIR,Tarbaj,Tarbaj,Wargadud,Kotulo Community Health Unit,601722,Fully-functional,Kutulo Health Centre (Wajir East),39873,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Magarini,Pumwani Community Health Unit,601832,semi-functional,Mwangatini Dispensary,39508,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Mwanamwinga,Mtsengo Community Health Unit,601753,Fully-functional,Kinarani Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Mwanamwinga,Kibwabwani Community Health Unit,601749,Fully-functional,Kinarani Dispensary,40452,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Mwanamwinga,Kibwabwan Community Health Unit,602566,semi-functional,Kinarani Dispensary,40452,KMHFR via openAFRICA (2020 extract)
LAMU,Lamu West,Lamu West,Shella,Shela Manda Community Health Unit,601817,non-functinoal,Shella Dispensary,40299,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Dzombo,Venus Community Health Unit,601868,Fully-functional,Mamba Dispensary,40817,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Dzombo,Majoreni T Community Health Unit,602756,Fully-functional,Mamba Dispensary,41091,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Central Community Health Unit,601852,non-functinoal,Kikoneni Health Centre,41041,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Bumbani Community Health Unit,601851,non-functinoal,Kikoneni Health Centre,41041,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Jitahidi Community Health Unit,602755,Fully-functional,Kikoneni Health Centre,41091,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Rabai/Kisurutini,Mwele Community Health Unit,601754,Fully-functional,Rabai Rural Health Demonstration Centre,40422,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Rabai/Kisurutini,Buni Kisimani Community Health Unit,601745,Fully-functional,Rabai Rural Health Demonstration Centre,40452,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Korondile,Korondille Community Health Unit,601734,Fully-functional,Korondille Health Centre,40057,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Chengoni/Samburu,Chengoni Community Health Unit,602794,Fully-functional,Samburu Health Centre,40603,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Danaba,Danaba Community Health Unit,601730,Fully-functional,Danaba Health Centre,40695,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Turkwel,Turkwel Community Health Unit,602256,Fully-functional,Turkwel Health Centre (Loima),41030,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Lokiriama/Lorengippi,Lokiriama Community Health Unit,602886,Fully-functional,Lokiriama Dispensary,41244,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Lokichar,Lochwaangikamatak Community Health Unit,602906,Fully-functional,Lochwaangikamatak Dispensary,41183,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Kerio Delta,Kerio Community Health Unit,602902,Fully-functional,Kerio Health Centre,41244,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara West,Kilgoris,Kimintet,Kimintet Community Health Unit,602413,semi-functional,Kimintet Dispensary,41487,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Lomut,Nyangaita Community Health Unit,601153,non-functinoal,Lomut Health Centre,40513,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Lomut,Mosop Community Health Unit,601152,non-functinoal,Lomut Health Centre,39814,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Katilu,Lopur Community Health Unit,601225,Fully-functional,Lopur Dispensary (Turkana South),41030,KMHFR via openAFRICA (2020 extract)
NAROK,Narok East,Narok East,Mosiro,Kojong'a Community Health Unit,601103,Fully-functional,Kojonga Dispensary,40603,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Kotaruk/Lobei,Kalemunyang Community Health Unit,602885,semi-functional,St Bridgit Kalemunyang Dispensary,41244,KMHFR via openAFRICA (2020 extract)
WAJIR,Eldas,Eldas,Della,Anole Community Health Unit,602298,Fully-functional,Anole Dispensary,40603,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Gurar,Gurar Community Health Unit,601732,Fully-functional,Gurar Health Centre,40057,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu Central,Samburu Central,Suguta Marmar,Suguta Marmar Community Health Unit,601012,Fully-functional,Suguta Marmar Health Centre,39845,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Benane,Sabuli Community Health Unit,601739,semi-functional,Sabuli Health Centre,40634,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Dabaso,Dabaso Community Health Unit,601821,Fully-functional,Gede Health Centre,39539,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Junju,Vipingo Community Health Unit,601782,Fully-functional,Vipingo Rural Demonstration Health Centre,40969,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Bamba,Maryango Community Health Unit,601774,semi-functional,Bamba Sub-County Hospital,40603,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Lelan,Simotwo Community Health Unit,601159,Fully-functional,Kabichbich Health Centre,40148,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Lelan,Kabichbich Community Health Unit,601156,Fully-functional,Kabichbich Health Centre,39814,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Sogoo,Sogoo Community Health Unit,601136,Fully-functional,Sogoo Health Centre,40299,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Riwo,Serewo Community Health Unit,601258,Fully-functional,Serewo Health Centre,40057,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Wei Wei,Ptokou Community Health Unit,601155,Fully-functional,Sigor Sub District Hospital,39814,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Endugh,Kositei Community Health Unit,601250,non-functinoal,Turkwel Health Centre,2009,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara West,Kilgoris,Kimintet,Emarti Community Health Unit,602420,semi-functional,Emarti Health Centre,40695,KMHFR via openAFRICA (2020 extract)
NAROK,Narok East,Narok East,Keekonyokie,Olosho Onyok Cbo Sintakara Community Health Unit,601110,semi-functional,Nairagie-Enkare Health Centre,40969,KMHFR via openAFRICA (2020 extract)
NAROK,Narok North,Narok North,Olorropil,Enabelbel Community Health Unit,601101,non-functinoal,Enabelbel Health Centre,39845,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara West,Kilgoris,Keyian,Enoosaen Community Health Unit,601193,Fully-functional,Enoosaen Health Centre,40483,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Maji Moto/Naroosura,Naroosura Community Health Unit,601127,Fully-functional,Naroosura Health Centre,2008,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara West,Kilgoris,Angata Barikoi,Angata Community Health Unit,601192,non-functinoal,Angata Health Centre,41091,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Chepareria,Senetwo Community Health Unit,601257,Fully-functional,Chepareria Sub District Hospital,40148,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Kalokol,Kalokol Community Health Unit,602900,Fully-functional,Kalokol (AIC) Health Centre,41244,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Lokichar,Kapese Community Health Unit,601223,Fully-functional,Lokichar (RCEA) Health Centre,41061,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Lokichar,Kamarese Community Health Unit,601222,Fully-functional,Lokichar (RCEA) Health Centre,41000,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Kaputir,Nakwamoru Community Health Unit,602907,Fully-functional,Nakwamoru Health Centre,41214,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Turkwel,Lorugum Community Health Unit,602255,Fully-functional,St Elizabeth Lorugum Health Centre,41000,KMHFR via openAFRICA (2020 extract)
NAROK,Narok West,Narok West,Mara,Lemek Community Health Unit,601122,non-functinoal,St Anthony Lemek Dispensary,40603,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Kalapata,Kangakipur Community Health Unit,602908,Fully-functional,Kangakipur Dispensary,41275,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Kerio Delta,Nakurio Community Health Unit,602904,Fully-functional,Nakurio Dispensary,41244,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Loima,Namoruputh Community Health Unit,602884,Fully-functional,Namoruputh (PAG) Health Centre,40725,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Maji Moto/Naroosura,Majimoto Community Health Unit,601123,Fully-functional,Maji Moto Dispensary (Narok South),40210,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Sekerr,Orwa Community Health Unit,602503,Fully-functional,Marich Dispensary,41275,KMHFR via openAFRICA (2020 extract)
NAROK,Narok West,Narok West,Ilmotiook,Ilmotiok Community Health Unit,601120,Fully-functional,Ngito Dispensary,40299,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Melelo,Olmekenyu Community Health Unit,601131,non-functinoal,Olmekenyu Health Centre,40210,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Sekerr,Parkoyo Community Health Unit,602812,Fully-functional,Nasolot Dispensary,39508,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Sekerr,Porkoyo Community Health Unit,601154,non-functinoal,Nasolot Dispensary,40148,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Wundanyi,Wundanyi,Wundanyi/Mbale,Mbalewema Community Health Unit,601873,semi-functional,Mbale Health Centre,39203,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Taveta,Taveta,Chala,Njukini Community Health Unit,602223,Fully-functional,Njukini Health Centre,39295,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Voi,Voi,Sagala,Sagala Community Health Unit,602837,Fully-functional,Sagala Health Centre,39569,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Voi,Voi,Sagala,Sagalla Community Health Unit,602797,Fully-functional,Sagala Health Centre,39508,KMHFR via openAFRICA (2020 extract)
KILIFI,Malindi,Malindi,Shella,Wanda Community Health Unit,602356,Closed,Muyeye Medical Clinic,40087,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Bura(Mwatate),Mwangaza Community Health Unit,601877,semi-functional,Bura Health Centre Taita,40299,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen South,Dalu Community Health Unit,601883,semi-functional,Shirikisho Methodist Dispensary,41000,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Nyaiani Community Health Unit,601755,Fully-functional,Jibana Sub District Hospital,39873,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Tsangwa Community Health Unit,602319,semi-functional,Jibana Sub District Hospital,40969,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kaloleni,Tsagwa Community Health Unit,602564,semi-functional,Jibana Sub District Hospital,40969,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Riwo,Adurkoit Community Health Unit,601244,non-functinoal,Adurkoit Dispensary,39508,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu East,Samburu East,Wamba West,Waso West Community Health Unit,601170,Fully-functional,Ngutuk-Engiron Dispensary,40330,KMHFR via openAFRICA (2020 extract)
NAROK,Narok South,Narok South,Loita,Olmesutie Community Health Unit,601132,non-functinoal,Olmesutie Dispensary,40452,KMHFR via openAFRICA (2020 extract)
NAROK,Narok North,Narok North,Melili,Olchorro Community Health Unit,601106,semi-functional,Olchorro Health Centre,39904,KMHFR via openAFRICA (2020 extract)
NAROK,Narok West,Narok West,Ilmotiook,Nkorinkori Community Health Unit,601128,non-functinoal,Nkorinkori Dispensary,39722,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Chepareria,Ywalateke Community Health Unit,602320,semi-functional,Ywalateke Dispensary,40118,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Taveta,Taveta,Mboghoni,Mboghoni Community Health Unit,601909,Fully-functional,Kiwalwa Dispensary,41041,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Chepareria,Shalpough Community Health Unit,601259,non-functinoal,Chepkopegh Dipensary,40575,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara West,Kilgoris,Kilgoris Central,Romosha Community Health Unit,601194,Fully-functional,Romosha Health centre,40269,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Riwo,Poole Community Health Unit,601254,Fully-functional,Poole Dispensary,40603,KMHFR via openAFRICA (2020 extract)
NAROK,Narok North,Narok North,Olposimoru,Olposimoru Community Health Workers Self Help Group Community Health Unit,601111,semi-functional,Olposimoru Dispensary,39904,KMHFR via openAFRICA (2020 extract)
NAROK,Narok East,Narok East,Mosiro,Ongata Naado Community Health Unit,601112,non-functinoal,Ongata Naado Dispensary,40603,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Endugh,Ptoyo Kesot Community Health Unit,601256,non-functinoal,Ptoyo Dipensary,2009,KMHFR via openAFRICA (2020 extract)
WEST POKOT,West Pokot,Kapenguria,Kapenguria,Chemwochoi Community Health Unit,601245,non-functinoal,Chepkechir Dispensary,40575,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Wasini Community Health Unit,602760,Fully-functional,Mzizima (CDF) Dispensary,40725,KMHFR via openAFRICA (2020 extract)
MANDERA,Banissa,Banissa,Banissa,Banisa Community Health Unit,602935,Fully-functional,Banisa Sub County Hospital,41498,KMHFR via openAFRICA (2020 extract)
MANDERA,Mandera West,Mandera West,Dandu,Dandu Community Health Unit,602934,Fully-functional,Dandu Health Centre,41091,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Mstunga Community Health Unit,601861,Fully-functional,Kilimangodo Dispensary,41041,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Kilimangodo Community Health Unit,602226,non-functinoal,Kilimangodo Dispensary,40725,KMHFR via openAFRICA (2020 extract)
KWALE,Lunga Lunga,Lunga Lunga,Mwereni,Hekima Community Health Unit,602753,Fully-functional,Kilimangodo Dispensary,40725,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Chengoni/Samburu,Silaloni Community Health Unit,602783,Fully-functional,Silaloni Dispensary,39722,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen North,Mnazini Community Health Unit,601887,Fully-functional,Mnazini Dispensary,40695,KMHFR via openAFRICA (2020 extract)
LAMU,Lamu East,Lamu East,Faza,Siyu-pate Community Health Unit,601818,Fully-functional,Patte Dispensary,40422,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Puma,Vigurungani Community Health Unit,601805,semi-functional,Vigurungani Dispensary,40756,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot North,Kacheliba,Suam,Ngaru Community Health Unit,601429,semi-functional,Tiinei Dispensary,39600,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot North,Kacheliba,Suam,Nduini Community Health Unit,601428,semi-functional,Tiinei Dispensary,39600,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot North,Kacheliba,Suam,Karia Community Health Unit,601423,semi-functional,Tiinei Dispensary,39600,KMHFR via openAFRICA (2020 extract)
